Name,Sex,Embarked,Pclass,Age,SibSp,Parch,Fare,Survived
Mr Frank Duane,male,Q,3,65,0,0,739.505,0
Mr Joseph Duquemin,male,S,3,24,0,0,720.421,1
Mr Adolf Fredrik Dyker,male,S,3,23,1,0,1326.338,0
Mrs Adolf Fredrik (Anna Elisabeth Judith Andersson) Dyker,female,S,3,22,1,0,1326.338,1
Mr Gustaf Hjalmar Edvardsson,male,S,3,18,0,0,741.8905,0
Mr Hans Linus Eklund,male,S,3,16,0,0,741.8905,0
Mr Johan Ekstrom,male,S,3,45,0,0,665.5545,0
Mr Dibo Elias,male,C,3,,0,0,689.4095,0
Mr Joseph Elias,male,C,3,39,0,2,689.810264,0
Mr Joseph Jr Elias,male,C,3,17,1,1,689.810264,0
Mr Tannous Elias,male,C,3,15,1,1,689.810264,0
Mr William James Elsbury,male,S,3,47,0,0,691.795,0
Miss Virginia Ethel Emanuel,female,S,3,5,0,0,1190.3645,1
Mr Farred Chehab Emir,male,C,3,,0,0,689.4095,0
Mr Thomas James Everett,male,S,3,40.5,0,0,1440.842,0
Mr James Farrell,male,Q,3,40.5,0,0,739.505,0
Mr Luigi Finoli,male,S,3,,0,0,672.711,1
Mr Eberhard Thelander Fischer,male,S,3,18,0,0,743.875236,0
Miss Honora Fleming,female,Q,3,,0,0,739.505,0
Mr James Flynn,male,Q,3,,0,0,739.505,0
Mr John Flynn,male,Q,3,,0,0,663.169,0
Mr Joseph Foley,male,Q,3,26,0,0,751.833264,0
Mr William Foley,male,Q,3,,0,0,739.505,0
Mr Choong Foo,male,S,3,,0,0,5390.829236,1
"Miss Doolina Margaret ""Daisy"" Ford",female,S,3,21,2,2,3280.0625,0
"Miss Robina Maggie ""Ruby"" Ford",female,S,3,9,2,2,3280.0625,0
Mr Arthur Ford,male,S,3,,0,0,768.131,0
Mr Edward Watson Ford,male,S,3,18,2,2,3280.0625,0
Mr William Neal Ford,male,S,3,16,1,3,3280.0625,0
Mrs Edward (Margaret Ann Watson) Ford,female,S,3,48,1,3,3280.0625,0
Mr Patrick Fox,male,Q,3,,0,0,739.505,0
Mr Charles (Charles Fardon) Franklin,male,S,3,,0,0,691.795,0
Mr Martin Gallagher,male,Q,3,25,0,0,738.713014,0
Mr John Garfirth,male,S,3,,0,0,1383.59,0
Mr Stanio Gheorgheff,male,C,3,,0,0,753.417236,0
Mr Eliezer Gilinski,male,S,3,22,0,0,768.131,0
"Miss Katherine ""Katie"" Gilnagh",female,Q,3,16,0,0,737.911486,1
Miss Mary Agatha Glynn,female,Q,3,,0,0,739.505,1
"Master Frank John William ""Frankie"" Goldsmith",male,S,3,9,0,2,1958.4955,1
Mr Frank John Goldsmith,male,S,3,33,1,1,1958.4955,0
Mr Nathan Goldsmith,male,S,3,41,0,0,749.047,0
Mrs Frank John (Emily Alice Brown) Goldsmith,female,S,3,31,1,1,1958.4955,1
Mr Manuel Estanslas Goncalves,male,S,3,38,0,0,672.711,0
Master Harold Victor Goodwin,male,S,3,9,5,2,4475.198,0
Master Sidney Leonard Goodwin,male,S,3,1,5,2,4475.198,0
Master William Frederick Goodwin,male,S,3,11,5,2,4475.198,0
Miss Jessie Allis Goodwin,female,S,3,10,5,2,4475.198,0
Miss Lillian Amy Goodwin,female,S,3,16,5,2,4475.198,0
Mr Charles Edward Goodwin,male,S,3,14,5,2,4475.198,0
Mr Charles Frederick Goodwin,male,S,3,40,1,6,4475.198,0
Mrs Frederick (Augusta Tyler) Goodwin,female,S,3,43,1,6,4475.198,0
Mr George Henry Green,male,S,3,51,0,0,768.131,0
Mr Daniel Danielsen Gronnestad,male,S,3,32,0,0,797.94975,0
Mr Robert Guest,male,S,3,,0,0,768.131,0
Mr Alfred Ossian Gustafsson,male,S,3,20,0,0,939.486236,0
Mr Anders Vilhelm Gustafsson,male,S,3,37,2,0,756.2035,0
Mr Johan Birger Gustafsson,male,S,3,28,2,0,756.2035,0
Mr Karl Gideon Gustafsson,male,S,3,19,0,0,741.8905,0
Miss Aloisia Haas,female,S,3,24,0,0,844.467,0
Miss Kate Hagardon,female,Q,3,17,0,0,737.911486,0
Mr Ingvald Olai Olsen Hagland,male,S,3,,1,0,1905.222514,0
Mr Konrad Mathias Reiersen Hagland,male,S,3,,1,0,1905.222514,0
Mr Pekka Pietari Hakkarainen,male,S,3,28,1,0,1512.407,0
Mrs Pekka Pietari (Elin Matilda Dolck) Hakkarainen,female,S,3,24,1,0,1512.407,1
Mr Leon Hampe,male,S,3,20,0,0,906.49,0
Mr Mansour Hanna,male,C,3,23.5,0,0,689.810264,0
Mr Claus Peter Hansen,male,S,3,41,2,0,1346.213986,0
Mr Henrik Juul Hansen,male,S,3,26,1,0,749.447764,0
Mr Henry Damsgaard Hansen,male,S,3,21,0,0,749.447764,0
Mrs Claus Peter (Jennie L Howard) Hansen,female,S,3,45,1,0,1346.213986,1
Miss Alice Phoebe Harknett,female,S,3,,0,0,720.421,0
Mr Abraham (David Lishin) Harmer,male,S,3,25,0,0,691.795,0
Mr Henry Hart,male,Q,3,,0,0,654.418986,0
Mr Houssein G N Hassan,male,C,3,11,0,0,1792.70325,0
"Miss Hanora ""Nora"" Healy",female,Q,3,,0,0,739.505,1
Mr Oskar Arvid Hedman,male,S,3,27,0,0,665.5545,1
Mr Ling Hee,male,S,3,,0,0,5390.829236,1
"Miss Hanora ""Nora"" Hegarty",female,Q,3,18,0,0,644.085,0
Miss Laina Heikkinen,female,S,3,26,0,0,756.2035,1
Miss Wendla Maria Heininen,female,S,3,23,0,0,756.2035,0
Miss Hilda Maria Hellstrom,female,S,3,22,0,0,855.20175,1
Mr Ignjac Hendekovic,male,S,3,28,0,0,753.417236,0
Miss Jenny Lovisa Henriksson,female,S,3,28,0,0,741.8905,0
Miss Delia Henry,female,Q,3,,0,0,739.505,0
Miss Hildur E Hirvonen,female,S,3,2,0,1,1172.47325,1
Mrs Alexander (Helga E Lindqvist) Hirvonen,female,S,3,22,1,1,1172.47325,1
Mr John Fredrik Alexander Holm,male,S,3,43,0,0,615.459,0
Mr Johan Martin Holthen,male,S,3,28,0,0,2149.3355,0
Miss Eliina Honkanen,female,S,3,27,0,0,756.2035,1
Mr John Horgan,male,Q,3,,0,0,739.505,0
Miss May Elizabeth Howard,female,S,3,,0,0,768.131,1
Mr Adolf Mathias Nicolai Olsen Humblen,male,S,3,42,0,0,729.963,0
Mr Abraham Hyman,male,S,3,,0,0,752.62525,1
Mr Yousseff Ibrahim Shawah,male,C,3,30,0,0,689.810264,0
Mr Ylio Ilieff,male,S,3,,0,0,753.417236,0
Miss Ida Livija Ilmakangas,female,S,3,27,1,0,756.2035,0
Miss Pieta Sofia Ilmakangas,female,S,3,25,1,0,756.2035,0
Mr Kanio Ivanoff,male,S,3,,0,0,753.417236,0
Mr Ivan Jalsevac,male,C,3,29,0,0,753.417236,1
Mr Carl Olof Jansson,male,S,3,21,0,0,743.875236,1
Mr Jose Neto Jardin,male,S,3,,0,0,672.711,0
Mr Hans Peder Jensen,male,S,3,20,0,0,749.447764,0
Mr Niels Peder Jensen,male,S,3,48,0,0,749.447764,0
Mr Svend Lauritz Jensen,male,S,3,17,1,0,673.111764,0
Miss Annie Jermyn,female,Q,3,,0,0,739.505,1
Mr Bernt Johannesen-Bratthammer,male,S,3,,0,0,774.09475,1
Mr Jakob Alfred Johanson,male,S,3,34,0,0,619.829236,0
Mr Oskar Leander Johansson Palmquist,male,S,3,26,0,0,741.8905,1
Mr Erik Johansson,male,S,3,22,0,0,743.875236,0
Mr Gustaf Joel Johansson,male,S,3,33,0,0,825.783764,0
Mr Karl Johan Johansson,male,S,3,31,0,0,741.8905,0
Mr Nils Johansson,male,S,3,29,0,0,749.447764,0
Master Harold Theodor Johnson,male,S,3,4,1,1,1062.339486,1
Miss Eleanor Ileen Johnson,female,S,3,1,1,1,1062.339486,1
Mr Alfred Johnson,male,S,3,49,0,0,0,0
Mr Malkolm Joackim Johnson,male,S,3,33,0,0,741.8905,0
Mr William Cahoone Jr Johnson,male,S,3,19,0,0,0,0
Mrs Oscar W (Elisabeth Vilhelmina Berg) Johnson,female,S,3,27,0,2,1062.339486,1
"Master William Arthur ""Willie"" Johnston",male,S,3,,1,2,2237.599,0
"Miss Catherine Helen ""Carrie"" Johnston",female,S,3,,1,2,2237.599,0
Mr Andrew G Johnston,male,S,3,,1,2,2237.599,0
"Mrs Andrew G (Elizabeth ""Lily"" Watson) Johnston",female,S,3,,1,2,2237.599,0
Mr Lalio Jonkoff,male,S,3,23,0,0,753.417236,0
Mr Carl Jonsson,male,S,3,32,0,0,749.447764,1
Mr Nils Hilding Jonsson,male,S,3,27,0,0,749.447764,0
Miss Katriina Jussila,female,S,3,20,1,0,937.5015,0
Miss Mari Aina Jussila,female,S,3,21,1,0,937.5015,0
Mr Eiriik Jussila,male,S,3,32,0,0,756.2035,1
Mr Nikolai Erland Kallio,male,S,3,17,0,0,679.8675,0
Mr Johannes Halvorsen Kalvik,male,S,3,21,0,0,804.705486,0
Mr Milan Karaic,male,S,3,30,0,0,753.417236,0
Mr Einar Gervasius Karlsson,male,S,3,21,0,0,743.875236,1
Mr Julius Konrad Eugen Karlsson,male,S,3,33,0,0,749.447764,0
Mr Nils August Karlsson,male,S,3,22,0,0,717.634736,0
Miss Manca Karun,female,C,3,4,0,1,1280.221514,1
Mr Franz Karun,male,C,3,39,0,1,1280.221514,1
Mr Fared Kassem,male,C,3,,0,0,689.810264,0
"Mr Vassilios (""Catavelas Vassilios"") Katavelas",male,C,3,18.5,0,0,689.810264,0
"Mr Andrew ""Andy"" Keane",male,Q,3,,0,0,739.505,0
Mr Arthur Keefe,male,S,3,,0,0,691.795,0
"Miss Anna Katherine ""Annie Kate"" Kelly",female,Q,3,,0,0,739.505,1
Miss Mary Kelly,female,Q,3,,0,0,739.505,1
Mr James Kelly,male,Q,3,34.5,0,0,747.062264,0
Mr James Kelly,male,S,3,44,0,0,768.131,0
Mr John Kennedy,male,Q,3,,0,0,739.505,1
Mr Betros Khalil,male,C,3,,1,0,1379.219764,0
"Mrs Betros (Zahie ""Maria"" Elias) Khalil",female,C,3,,1,0,1379.219764,0
Mr John Kiernan,male,Q,3,,1,0,739.505,0
Mr Philip Kiernan,male,Q,3,,1,0,739.505,0
Mr Thomas J Kilgannon,male,Q,3,,0,0,738.31225,0
Miss Maria Kink,female,S,3,22,2,0,826.57575,0
Mr Vincenz Kink,male,S,3,26,2,0,826.57575,0
Miss Luise Gretchen Kink-Heilmann,female,S,3,4,0,2,2101.6255,1
Mr Anton Kink-Heilmann,male,S,3,29,3,1,2101.6255,1
Mrs Anton (Luise Heilmann) Kink-Heilmann,female,S,3,26,1,1,2101.6255,1
Miss Gertrud Emilia Klasen,female,S,3,1,1,1,1162.530486,0
Mr Klas Albin Klasen,male,S,3,18,1,1,749.447764,0
Mrs (Hulda Kristina Eugenia Lofqvist) Klasen,female,S,3,36,0,2,1162.530486,0
Mr Theodor Kraeff,male,C,3,,0,0,753.417236,0
Mr Neshan Krekorian,male,C,3,25,0,0,689.810264,1
Mr Sarkis Lahoud,male,C,3,,0,0,689.4095,0
Miss Kristina Sofia Laitinen,female,S,3,37,0,0,914.83925,0
Mr Kristo Laleff,male,S,3,,0,0,753.417236,0
Mr Ali Lam,male,S,3,,0,0,5390.829236,1
Mr Len Lam,male,S,3,,0,0,5390.829236,0
Miss Aurora Adelia Landergren,female,S,3,22,0,0,691.795,1
Mr Patrick Lane,male,Q,3,,0,0,739.505,0
Mr Fang Lang,male,S,3,26,0,0,5390.829236,1
Mr August Viktor Larsson,male,S,3,29,0,0,904.896486,0
Mr Bengt Edvin Larsson,male,S,3,29,0,0,741.8905,0
Mr Edvard A Larsson-Rondberg,male,S,3,22,0,0,741.8905,0
"Mr Fahim (""Philip Zenni"") Leeni",male,C,3,22,0,0,689.4095,1
Master Henry Forbes Lefebre,male,S,3,,3,1,2430.032514,0
Miss Ida Lefebre,female,S,3,,3,1,2430.032514,0
Miss Jeannie Lefebre,female,S,3,,3,1,2430.032514,0
Miss Mathilde Lefebre,female,S,3,,3,1,2430.032514,0
Mrs Frank (Frances) Lefebre,female,S,3,,0,4,2430.032514,0
Mr Antti Gustaf Leinonen,male,S,3,32,0,0,756.2035,0
Mr Peter L Lemberopolous,male,C,3,34.5,0,0,614.26625,0
Miss Mary Lennon,female,Q,3,,1,0,1479.01,0
Mr Denis Lennon,male,Q,3,,1,0,1479.01,0
Mr Lionel Leonard,male,S,3,36,0,0,0,0
Mr James Lester,male,S,3,39,0,0,2304.393,0
Mr Rene Aime Lievens,male,S,3,24,0,0,906.49,0
Miss Agda Thorilda Viktoria Lindahl,female,S,3,25,0,0,741.8905,0
Miss Augusta Charlotta Lindblom,female,S,3,45,0,0,739.505,0
Mr Edvard Bengtsson Lindell,male,S,3,36,1,0,1483.781,0
Mrs Edvard Bengtsson (Elin Gerda Persson) Lindell,female,S,3,30,1,0,1483.781,0
Mr Eino William Lindqvist,male,S,3,20,1,0,756.2035,1
Mr Michael Linehan,male,Q,3,,0,0,751.833264,0
Mr Lee Ling,male,S,3,28,0,0,5390.829236,0
Mr Simon Lithman,male,S,3,,0,0,720.421,0
Mr William Arthur Lobb,male,S,3,30,1,0,1536.262,0
Mrs William Arthur (Cordelia K Stanlick) Lobb,female,S,3,26,1,0,1536.262,0
Mr Edward Lockyer,male,S,3,,0,0,751.833264,0
"Mr John Hall (""Henry"") Lovell",male,S,3,20.5,0,0,691.795,0
Mr Nikola Lulic,male,S,3,27,0,0,826.57575,1
Mr Johan Svensson Lundahl,male,S,3,51,0,0,673.111764,0
Miss Olga Elida Lundin,female,S,3,23,0,0,749.447764,1
Mr Thure Edvin Lundstrom,male,S,3,32,0,0,723.207264,1
Mr Stanko Lyntakoff,male,S,3,,0,0,753.417236,0
Mr George William MacKay,male,S,3,,0,0,720.421,0
"Miss Margaret ""Maggie"" Madigan",female,Q,3,,0,0,739.505,1
Mr Fridtjof Arne Madsen,male,S,3,24,0,0,681.461014,1
Mr Matti Alexanteri Maenpaa,male,S,3,22,0,0,679.8675,0
Miss Bridget Delia Mahon,female,Q,3,,0,0,751.833264,0
Mr John Mahon,male,Q,3,,0,0,739.505,0
Mr Simon Maisner,male,S,3,,0,0,768.131,0
Mr Kalle Edvard Makinen,male,S,3,29,0,0,756.2035,0
Mr Hanna Mamee,male,C,3,,0,0,689.810264,1
Miss Mary Mangan,female,Q,3,30.5,0,0,739.505,0
Miss Margareth Mannion,female,Q,3,,0,0,738.31225,1
Mr Sarkis Mardirosian,male,C,3,,0,0,689.810264,0
Mr Marin Markoff,male,C,3,35,0,0,753.417236,0
Mr Johann Markun,male,S,3,33,0,0,753.417236,0
Mrs Fatima Masselmani,female,C,3,,0,0,689.4095,1
Mr Nicola Matinoff,male,C,3,,0,0,753.417236,0
"Miss Catherine ""Katie"" McCarthy",female,Q,3,,0,0,739.505,1
Mr Thomas Joseph McCormack,male,Q,3,,0,0,739.505,1
Miss Agnes McCoy,female,Q,3,,2,0,2218.515,1
Miss Alicia McCoy,female,Q,3,,2,0,2218.515,1
Mr Bernard McCoy,male,Q,3,,2,0,2218.515,1
Miss Brigdet Delia McDermott,female,Q,3,,0,0,743.08325,1
Mr Michael McEvoy,male,Q,3,,0,0,1479.01,0
Miss Mary McGovern,female,Q,3,,0,0,751.833264,1
"Miss Anna ""Annie"" McGowan",female,Q,3,15,0,0,766.146264,1
Miss Katherine McGowan,female,Q,3,35,0,0,739.505,0
Mr Martin McMahon,male,Q,3,,0,0,739.505,0
Mr Neal McNamee,male,S,3,24,1,0,1536.262,0
Mrs Neal (Eileen O'Leary) McNamee,female,S,3,19,1,0,1536.262,0
Miss Bridget McNeill,female,Q,3,,0,0,739.505,0
Miss (Marion Ogden) Meanwell,female,S,3,,0,0,768.131,0
Mrs Thomas (Annie Louise Rowley) Meek,female,S,3,,0,0,768.131,0
Mr Alfonzo Meo,male,S,3,55.5,0,0,768.131,0
Mr Robert Mernagh,male,Q,3,,0,0,739.505,0
Mr Karl Albert Midtsjo,male,S,3,21,0,0,741.8905,1
Mr Frank Miles,male,S,3,,0,0,768.131,0
Mr Ivan Mineff,male,S,3,24,0,0,753.417236,0
Mr Lazar Minkoff,male,S,3,21,0,0,753.417236,0
Mr Stoytcho Mionoff,male,S,3,28,0,0,753.417236,0
Mr Mito Mitkoff,male,S,3,,0,0,753.417236,0
"Miss Helen Mary ""Ellie"" Mockler",female,Q,3,,0,0,751.833264,1
Mr Sigurd Hansen Moen,male,S,3,25,0,0,729.963,0
Master Meier Moor,male,S,3,6,0,1,1190.3645,1
Mrs (Beila) Moor,female,S,3,27,0,1,1190.3645,1
Mr Leonard Charles Moore,male,S,3,,0,0,768.131,0
Miss Bertha Moran,female,Q,3,,1,0,2304.393,1
Mr Daniel J Moran,male,Q,3,,1,0,2304.393,0
Mr James Moran,male,Q,3,,0,0,807.090986,0
Mr William Morley,male,S,3,34,0,0,768.131,0
Mr Thomas Rowan Morrow,male,Q,3,,0,0,739.505,0
Mr Albert Johan Moss,male,S,3,,0,0,741.8905,1
Master Gerios Moubarek,male,C,3,,1,1,1454.754236,1
"Master Halim Gonios (""William George"") Moubarek",male,C,3,,1,1,1454.754236,1
"Mrs George (Omine ""Amenia"" Alexander) Moubarek",female,C,3,,0,2,1454.754236,1
Mrs (Mantoura Boulos) Moussa,female,C,3,,0,0,689.810264,1
Mr Rahamin Haim Moutal,male,S,3,,0,0,768.131,0
"Miss Katherine ""Katie"" Mullens",female,Q,3,,0,0,737.911486,1
Miss Bertha E Mulvihill,female,Q,3,24,0,0,739.505,1
Mr Joseph Murdlin,male,S,3,,0,0,768.131,0
"Miss Katherine ""Kate"" Murphy",female,Q,3,,1,0,1479.01,1
Miss Margaret Jane Murphy,female,Q,3,,1,0,1479.01,1
Miss Nora Murphy,female,Q,3,,0,0,1479.01,1
Mr Pehr Fabian Oliver Malkolm Myhrman,male,S,3,18,0,0,739.505,0
Mr Penko Naidenoff,male,S,3,22,0,0,753.417236,0
"Miss Adele Kiamie ""Jane"" Najib",female,C,3,15,0,0,689.4095,1
"Miss Maria (""Mary"") Nakid",female,C,3,1,0,2,1502.073014,1
Mr Sahid Nakid,male,C,3,20,1,1,1502.073014,1
"Mrs Said (Waika ""Mary"" Mowad) Nakid",female,C,3,19,1,1,1502.073014,1
Mr William Henry Nancarrow,male,S,3,33,0,0,768.131,0
Mr Minko Nankoff,male,S,3,,0,0,753.417236,0
Mr Mustafa Nasr,male,C,3,,0,0,689.810264,0
Miss Hannah Naughton,female,Q,3,,0,0,739.505,0
Mr Christo Nenkoff,male,S,3,,0,0,753.417236,0
Master Elias Nicola-Yarred,male,C,3,12,1,0,1072.683014,1
Miss Jamila Nicola-Yarred,female,C,3,14,1,0,1072.683014,1
Miss Manta Josefina Nieminen,female,S,3,29,0,0,756.2035,0
Mr Samuel Niklasson,male,S,3,28,0,0,768.131,0
Miss Berta Olivia Nilsson,female,S,3,18,0,0,741.8905,1
Miss Helmina Josefina Nilsson,female,S,3,26,0,0,749.447764,1
Mr August Ferdinand Nilsson,male,S,3,21,0,0,749.447764,0
Mr Iisakki Antino Aijo Nirva,male,S,3,41,0,0,679.8675,0
Mr Juha Niskanen,male,S,3,39,0,0,756.2035,1
Mr Richard Cater Nosworthy,male,S,3,21,0,0,744.276,0
Mr Mansouer Novel,male,C,3,28.5,0,0,689.810264,0
Miss Anna Sofia Nysten,female,S,3,22,0,0,739.505,1
Mr Johan Hansen Nysveen,male,S,3,61,0,0,595.18225,0
Mr Thomas O'Brien,male,Q,3,,1,0,1479.01,0
Mr Timothy O'Brien,male,Q,3,,0,0,747.062264,0
"Mrs Thomas (Johanna ""Hannah"" Godfrey) O'Brien",female,Q,3,,1,0,1479.01,1
Mr Patrick D O'Connell,male,Q,3,,0,0,737.911486,0
Mr Maurice O'Connor,male,Q,3,,0,0,739.505,0
Mr Patrick O'Connor,male,Q,3,,0,0,739.505,0
Mr Nils Martin Odahl,male,S,3,23,0,0,880.2495,0
Ms Bridget O'Donoghue,female,Q,3,,0,0,739.505,0
Miss Bridget O'Driscoll,female,Q,3,,0,0,739.505,1
"Miss Ellen ""Nellie"" O'Dwyer",female,Q,3,,0,0,751.833264,1
Miss Velin Ohman,female,S,3,22,0,0,741.8905,1
Mr Patrick O'Keefe,male,Q,3,,0,0,739.505,1
"Miss Hanora ""Norah"" O'Leary",female,Q,3,,0,0,747.062264,1
Master Artur Karl Olsen,male,S,3,9,0,1,302.557736,1
Mr Henry Margido Olsen,male,S,3,28,0,0,2149.3355,0
Mr Karl Siegwart Andreas Olsen,male,S,3,42,0,1,801.928764,0
Mr Ole Martin Olsen,male,S,3,,0,0,697.75875,0
Miss Elina Olsson,female,S,3,31,0,0,749.447764,0
Mr Nils Johan Goransson Olsson,male,S,3,28,0,0,749.447764,0
Mr Oscar Wilhelm Olsson,male,S,3,32,0,0,741.8905,1
Mr Thor Anderson Olsvigen,male,S,3,20,0,0,880.2495,0
Miss Jelka Oreskovic,female,S,3,23,0,0,826.57575,0
Miss Marija Oreskovic,female,S,3,20,0,0,826.57575,0
Mr Luka Oreskovic,male,S,3,20,0,0,826.57575,0
Mr Olaf Elon Osen,male,S,3,16,0,0,879.457514,0
Mrs Mara Osman,female,S,3,31,0,0,828.560486,1
Miss Bridget Mary O'Sullivan,female,Q,3,,0,0,727.978264,0
Master Gosta Leonard Palsson,male,S,3,2,3,1,2010.9765,0
Master Paul Folke Palsson,male,S,3,6,3,1,2010.9765,0
Miss Stina Viola Palsson,female,S,3,3,3,1,2010.9765,0
Miss Torborg Danira Palsson,female,S,3,8,3,1,2010.9765,0
Mrs Nils (Alma Cornelia Berglund) Palsson,female,S,3,29,0,4,2010.9765,0
Master Eino Viljami Panula,male,S,3,1,4,1,3786.98125,0
Master Juha Niilo Panula,male,S,3,7,4,1,3786.98125,0
Master Urho Abraham Panula,male,S,3,2,4,1,3786.98125,0
Mr Ernesti Arvid Panula,male,S,3,16,4,1,3786.98125,0
Mr Jaako Arnold Panula,male,S,3,14,4,1,3786.98125,0
Mrs Juha (Maria Emilia Ojala) Panula,female,S,3,41,0,5,3786.98125,0
Mr Jakob Pasic,male,S,3,21,0,0,826.57575,0
Mr George Patchett,male,S,3,19,0,0,1383.59,0
Mr Uscher Paulner,male,C,3,,0,0,831.34675,0
Mr Stefo Pavlovic,male,S,3,32,0,0,753.417236,0
Master Alfred Edward Peacock,male,S,3,0.75,1,1,1314.4105,0
Miss Treasteall Peacock,female,S,3,3,1,1,1314.4105,0
Mrs Benjamin (Edith Nile) Peacock,female,S,3,26,0,2,1314.4105,0
Mr Ernest Pearce,male,S,3,,0,0,667.94,0
Mr Olaf Pedersen,male,S,3,,0,0,741.8905,0
Mr Joseph Peduzzi,male,S,3,,0,0,768.131,0
Mr Edvard Pekoniemi,male,S,3,21,0,0,756.2035,0
Mr Nikolai Johannes Peltomaki,male,S,3,25,0,0,756.2035,0
Mr John Henry Perkin,male,S,3,22,0,0,691.795,0
Mr Ernst Ulrik Persson,male,S,3,25,1,0,741.8905,1
Master Michael J Peter,male,C,3,,1,1,2133.428986,1
Miss Anna Peter,female,C,3,,1,1,2133.428986,1
Mrs Catherine (Catherine Rizk) Peter,female,C,3,,0,2,2133.428986,1
Miss Katie Peters,female,Q,3,,0,0,776.48025,0
Mr Marius Petersen,male,S,3,24,0,0,768.131,0
Miss Matilda Petranec,female,S,3,28,0,0,753.417236,0
Mr Nedelio Petroff,male,S,3,19,0,0,753.417236,0
"Mr Pastcho (""Pentcho"") Petroff",male,S,3,,0,0,753.417236,0
Mr Johan Emil Petterson,male,S,3,25,1,0,741.8905,0
Miss Ellen Natalia Pettersson,female,S,3,18,0,0,741.8905,0
Mr Berk (Berk Trembisky) Pickard,male,S,3,32,0,0,768.131,1
Mr Vasil Plotcharsky,male,S,3,,0,0,753.417236,0
Mr Mate Pokrnic,male,S,3,17,0,0,826.57575,0
Mr Tome Pokrnic,male,S,3,24,0,0,826.57575,0
Mr Alexander Radeff,male,S,3,,0,0,753.417236,0
Mrs (Lena Jacobsen Solvang) Rasmussen,female,S,3,,0,0,774.09475,0
Mr Raihed Razi,male,C,3,,0,0,689.810264,0
Mr James George Reed,male,S,3,,0,0,691.795,0
Mr Tido Rekic,male,S,3,38,0,0,753.417236,0
Mr Harold J Reynolds,male,S,3,21,0,0,768.131,0
Master Albert Rice,male,Q,3,10,4,1,2779.1075,0
Master Arthur Rice,male,Q,3,4,4,1,2779.1075,0
Master Eric Rice,male,Q,3,7,4,1,2779.1075,0
Master Eugene Rice,male,Q,3,2,4,1,2779.1075,0
Master George Hugh Rice,male,Q,3,8,4,1,2779.1075,0
Mrs William (Margaret Norton) Rice,female,Q,3,39,0,5,2779.1075,0
"Miss Susanna Juhantytar ""Sanni"" Riihivouri",female,S,3,22,0,0,3786.98125,0
Mr Matti Rintamaki,male,S,3,35,0,0,679.8675,0
"Miss Johanna ""Hannah"" Riordan",female,Q,3,,0,0,736.718736,1
Mr Samuel Beard Risien,male,S,3,,0,0,1383.59,0
Mrs Samuel (Emma) Risien,female,S,3,,0,0,1383.59,0
Mr Alexander A Robins,male,S,3,50,1,0,1383.59,0
Mrs Alexander A (Grace Charity Laury) Robins,female,S,3,47,1,0,1383.59,0
Mr William John Rogers,male,S,3,,0,0,768.131,0
Mr Knud Paust Rommetvedt,male,S,3,,0,0,741.8905,0
Miss Salli Helena Rosblom,female,S,3,2,1,1,1928.67675,0
Mr Viktor Richard Rosblom,male,S,3,18,1,1,1928.67675,0
Mrs Viktor (Helena Wilhelmina) Rosblom,female,S,3,41,0,2,1928.67675,0
Miss Sarah A Roth,female,S,3,,0,0,768.131,1
Mr Richard Henry Rouse,male,S,3,50,0,0,768.131,0
Mr Alfred George John Rush,male,S,3,16,0,0,768.131,0
Mr Edward Ryan,male,Q,3,,0,0,739.505,1
Mr Patrick Ryan,male,Q,3,,0,0,2304.393,0
Mr Amin Saad,male,C,3,,0,0,689.810264,0
Mr Khalil Saad,male,C,3,25,0,0,689.4095,0
Mr Jean Nassr Saade,male,C,3,,0,0,689.4095,0
Mr Matthew Sadlier,male,Q,3,,0,0,737.520264,0
Mr Harry Sadowitz,male,S,3,,0,0,722.8065,0
Mr Simon Sivertsen Saether,male,S,3,38.5,0,0,691.795,0
Master Thomas Henry Sage,male,S,3,,8,2,6636.461,0
Master William Henry Sage,male,S,3,14.5,8,2,6636.461,0
Miss Ada Sage,female,S,3,,8,2,6636.461,0
Miss Constance Gladys Sage,female,S,3,,8,2,6636.461,0
"Miss Dorothy Edith ""Dolly"" Sage",female,S,3,,8,2,6636.461,0
Miss Stella Anna Sage,female,S,3,,8,2,6636.461,0
Mr Douglas Bullen Sage,male,S,3,,8,2,6636.461,0
Mr Frederick Sage,male,S,3,,8,2,6636.461,0
Mr George John Jr Sage,male,S,3,,8,2,6636.461,0
Mr John George Sage,male,S,3,,1,9,6636.461,0
Mrs John (Annie Bullen) Sage,female,S,3,,1,9,6636.461,0
Mr Karl Johan Salander,male,S,3,24,0,0,889.7915,0
Miss Anna Kristine Salkjelsvik,female,S,3,21,0,0,729.963,1
Mr Johan Werner Salonen,male,S,3,39,0,0,756.2035,0
Mr Elias Samaan,male,C,3,,2,0,2068.629264,0
Mr Hanna Samaan,male,C,3,,2,0,2068.629264,0
Mr Youssef Samaan,male,C,3,,2,0,2068.629264,0
Miss Beatrice Irene Sandstrom,female,S,3,1,1,1,1593.514,1
Mrs Hjalmar (Agnes Charlotta Bengtsson) Sandstrom,female,S,3,24,0,2,1593.514,1
Miss Marguerite Rut Sandstrom,female,S,3,4,1,1,1593.514,1
Mr Julius Sap,male,S,3,25,0,0,906.49,1
Mr William Henry Saundercock,male,S,3,20,0,0,768.131,0
